approach;time;score
BCloudTree;1150;36890.110000000015
BCloudTree;1157;36890.110000000015
BCloudTree;1164;36890.110000000015
BCloudTree;1171;36890.110000000015
BCloudTree;1178;36890.110000000015
BCloudTree;1185;36890.110000000015
BCloudTree;1193;36890.110000000015
BCloudTree;1199;36890.110000000015
BCloudTree;1207;36890.110000000015
BCloudTree;1213;36890.110000000015
BCloudTree;1220;36890.110000000015
BCloudTree;1227;36890.110000000015
BCloudTree;1234;36890.110000000015
BCloudTree;1242;36890.110000000015
BCloudTree;1249;36890.110000000015
BCloudTree;1256;36890.110000000015
BCloudTree;1259;36890.110000000015
BCloudTree;1263;36890.110000000015
BCloudTree;1280;36890.110000000015
BCloudTree;1289;36890.110000000015
BPlusCloudTree;0;283.57016666666664
BPlusCloudTree;1;596.27
BPlusCloudTree;2;596.27
BPlusCloudTree;5;596.27
BPlusCloudTree;6;626.7066666666666
BPlusCloudTree;7;903.3883333333333
BPlusCloudTree;8;1172.2033333333331
BPlusCloudTree;9;1172.2033333333331
BPlusCloudTree;10;1172.2033333333331
BPlusCloudTree;11;1172.2033333333331
BPlusCloudTree;12;1203.6133333333332
BPlusCloudTree;13;1275.5583333333334
BPlusCloudTree;14;1581.7099999999996
BPlusCloudTree;15;1665.6249999999995
BPlusCloudTree;16;1737.5699999999997
BPlusCloudTree;17;1737.5699999999997
BPlusCloudTree;18;1769.894333333333
BPlusCloudTree;19;1769.894333333333
BPlusCloudTree;20;2004.5776666666666
BPlusCloudTree;21;2162.0136666666663
BPlusCloudTree;22;2244.958666666666
BPlusCloudTree;23;2244.958666666666
BPlusCloudTree;24;2360.651833333333
BPlusCloudTree;25;2360.651833333333
BPlusCloudTree;26;2444.3598333333334
BPlusCloudTree;27;2676.5463333333337
BPlusCloudTree;28;2847.4953333333337
BPlusCloudTree;29;2847.4953333333337
BPlusCloudTree;30;2876.8253333333337
BPlusCloudTree;31;2876.8253333333337
BPlusCloudTree;32;2876.8253333333337
BPlusCloudTree;33;3014.3555000000006
BPlusCloudTree;34;3181.4755000000005
BPlusCloudTree;35;3348.5420000000004
BPlusCloudTree;36;3378.978666666667
BPlusCloudTree;37;3378.978666666667
BPlusCloudTree;38;3378.978666666667
BPlusCloudTree;39;3409.2138333333337
BPlusCloudTree;40;3601.9805000000006
BPlusCloudTree;41;3769.6035000000006
BPlusCloudTree;42;3769.6035000000006
BPlusCloudTree;43;3883.7470000000008
BPlusCloudTree;44;3883.7470000000008
BPlusCloudTree;45;3883.7470000000008
BPlusCloudTree;46;3990.587000000001
BPlusCloudTree;47;4074.1470000000013
BPlusCloudTree;48;4327.068
BPlusCloudTree;49;4393.224999999999
BPlusCloudTree;50;4393.224999999999
BPlusCloudTree;51;4393.224999999999
BPlusCloudTree;52;4393.224999999999
BPlusCloudTree;53;4511.956499999998
BPlusCloudTree;54;4683.273499999998
BPlusCloudTree;55;4932.406999999998
BPlusCloudTree;56;4999.390499999999
BPlusCloudTree;57;4999.390499999999
BPlusCloudTree;58;4999.390499999999
BPlusCloudTree;59;5084.848499999998
BPlusCloudTree;60;5117.172833333331
BPlusCloudTree;61;5365.664833333331
BPlusCloudTree;62;5504.819833333331
BPlusCloudTree;63;5590.8123333333315
BPlusCloudTree;64;5590.8123333333315
BPlusCloudTree;65;5590.8123333333315
BPlusCloudTree;66;5622.222333333331
BPlusCloudTree;67;5622.222333333331
BPlusCloudTree;68;5783.582333333331
BPlusCloudTree;69;6003.803999999998
BPlusCloudTree;70;6075.748999999998
BPlusCloudTree;71;6159.308999999998
BPlusCloudTree;72;6159.308999999998
BPlusCloudTree;73;6188.638999999998
BPlusCloudTree;74;6272.198999999998
BPlusCloudTree;75;6461.206999999998
BPlusCloudTree;76;6622.276999999999
BPlusCloudTree;77;6656.9361666666655
BPlusCloudTree;78;6740.851166666665
BPlusCloudTree;79;6775.510333333332
BPlusCloudTree;80;6775.510333333332
BPlusCloudTree;81;6979.285166666664
BPlusCloudTree;82;7150.735666666664
BPlusCloudTree;83;7236.700666666664
BPlusCloudTree;84;7236.700666666664
BPlusCloudTree;85;7236.700666666664
BPlusCloudTree;86;7297.573999999997
BPlusCloudTree;87;7569.171499999995
BPlusCloudTree;88;7569.171499999995
BPlusCloudTree;89;7817.066499999994
BPlusCloudTree;90;7817.066499999994
BPlusCloudTree;91;7817.066499999994
BPlusCloudTree;92;7847.301666666662
BPlusCloudTree;93;8071.227999999994
BPlusCloudTree;94;8156.041499999994
BPlusCloudTree;95;8323.257999999996
BPlusCloudTree;96;8406.965999999999
BPlusCloudTree;97;8406.965999999999
BPlusCloudTree;98;8406.965999999999
BPlusCloudTree;99;8438.375999999998
BPlusCloudTree;100;8674.421999999997
BPlusCloudTree;101;8840.311999999998
BPlusCloudTree;102;8840.311999999998
BPlusCloudTree;103;8997.909999999998
BPlusCloudTree;104;8997.909999999998
BPlusCloudTree;105;9028.600166666663
BPlusCloudTree;106;9113.263666666664
BPlusCloudTree;107;9337.267499999998
BPlusCloudTree;108;9337.267499999998
BPlusCloudTree;109;9505.639
BPlusCloudTree;110;9505.639
BPlusCloudTree;111;9538.717499999999
BPlusCloudTree;112;9706.778999999999
BPlusCloudTree;113;9774.516666666666
BPlusCloudTree;114;9943.883166666668
BPlusCloudTree;115;9943.883166666668
BPlusCloudTree;116;10115.506666666668
BPlusCloudTree;117;10115.506666666668
BPlusCloudTree;118;10233.484
BPlusCloudTree;119;10350.621833333335
BPlusCloudTree;120;10451.896833333334
BPlusCloudTree;121;10537.387833333334
BPlusCloudTree;122;10622.878833333334
BPlusCloudTree;123;10700.388833333334
BPlusCloudTree;124;10700.388833333334
BPlusCloudTree;125;10871.839333333335
BPlusCloudTree;126;10967.861000000003
BPlusCloudTree;127;11135.856500000002
BPlusCloudTree;128;11135.856500000002
BPlusCloudTree;129;11214.271500000003
BPlusCloudTree;130;11299.864000000003
BPlusCloudTree;131;11385.429000000004
BPlusCloudTree;132;11503.64816666667
BPlusCloudTree;133;11569.717333333336
BPlusCloudTree;134;11655.709833333336
BPlusCloudTree;135;11655.709833333336
BPlusCloudTree;136;11813.307833333336
BPlusCloudTree;137;11899.300333333336
BPlusCloudTree;138;12099.870500000005
BPlusCloudTree;139;12132.194833333338
BPlusCloudTree;140;12132.194833333338
BPlusCloudTree;141;12216.858333333337
BPlusCloudTree;142;12247.548500000004
BPlusCloudTree;143;12333.006500000005
BPlusCloudTree;144;12503.128000000006
BPlusCloudTree;145;12701.554500000006
BPlusCloudTree;146;12732.244666666673
BPlusCloudTree;147;12732.244666666673
BPlusCloudTree;148;12817.903166666674
BPlusCloudTree;149;12817.903166666674
BPlusCloudTree;150;12985.964666666676
BPlusCloudTree;151;13157.108666666676
BPlusCloudTree;152;13275.466166666676
BPlusCloudTree;153;13308.258666666676
BPlusCloudTree;154;13308.258666666676
BPlusCloudTree;155;13393.851166666676
BPlusCloudTree;156;13393.851166666676
BPlusCloudTree;157;13479.443666666677
BPlusCloudTree;158;13765.927333333348
BPlusCloudTree;159;13765.927333333348
BPlusCloudTree;160;13884.970833333347
BPlusCloudTree;161;13884.970833333347
BPlusCloudTree;162;13969.634333333348
BPlusCloudTree;163;14054.297833333349
BPlusCloudTree;164;14171.360000000015
BPlusCloudTree;165;14342.605500000016
BPlusCloudTree;166;14405.919166666683
BPlusCloudTree;167;14488.322166666683
BPlusCloudTree;168;14574.314666666683
BPlusCloudTree;169;14574.314666666683
BPlusCloudTree;170;14660.307166666684
BPlusCloudTree;171;14862.16583333335
BPlusCloudTree;172;14975.203833333351
BPlusCloudTree;173;15060.856833333351
BPlusCloudTree;174;15060.856833333351
BPlusCloudTree;175;15145.670333333352
BPlusCloudTree;176;15230.483833333352
BPlusCloudTree;177;15259.813833333352
BPlusCloudTree;178;15461.127833333352
BPlusCloudTree;179;15655.61283333335
BPlusCloudTree;180;15655.61283333335
BPlusCloudTree;181;15739.17283333335
BPlusCloudTree;182;15739.17283333335
BPlusCloudTree;183;15853.169500000016
BPlusCloudTree;184;16014.239500000016
BPlusCloudTree;185;16075.36633333335
BPlusCloudTree;186;16229.71433333335
BPlusCloudTree;187;16229.71433333335
BPlusCloudTree;188;16313.62933333335
BPlusCloudTree;189;16345.03933333335
BPlusCloudTree;190;16428.95433333335
BPlusCloudTree;191;16590.314333333354
BPlusCloudTree;192;16703.38850000002
BPlusCloudTree;193;16789.353500000016
BPlusCloudTree;194;16789.353500000016
BPlusCloudTree;195;16824.012666666684
BPlusCloudTree;196;16939.282000000017
BPlusCloudTree;197;17094.172000000017
BPlusCloudTree;198;17178.087000000018
BPlusCloudTree;199;17208.777166666685
BPlusCloudTree;200;17294.742166666685
BPlusCloudTree;201;17378.45016666669
BPlusCloudTree;202;17411.24266666669
BPlusCloudTree;203;17526.968833333354
BPlusCloudTree;204;17783.910333333355
BPlusCloudTree;205;17783.910333333355
BPlusCloudTree;206;17783.910333333355
BPlusCloudTree;207;17816.23466666669
BPlusCloudTree;208;17929.327833333355
BPlusCloudTree;209;18006.837833333353
BPlusCloudTree;210;18262.65883333335
BPlusCloudTree;211;18348.251333333348
BPlusCloudTree;212;18377.581333333346
BPlusCloudTree;213;18410.373833333346
BPlusCloudTree;214;18440.609000000015
BPlusCloudTree;215;18440.609000000015
BPlusCloudTree;216;18604.515000000018
BPlusCloudTree;217;18857.039500000017
BPlusCloudTree;218;18941.703000000016
BPlusCloudTree;219;18972.139666666684
BPlusCloudTree;220;19035.45333333335
BPlusCloudTree;221;19035.45333333335
BPlusCloudTree;222;19035.45333333335
BPlusCloudTree;223;19204.753833333354
BPlusCloudTree;224;19446.32583333335
BPlusCloudTree;225;19446.32583333335
BPlusCloudTree;226;19566.550000000017
BPlusCloudTree;227;19629.370000000017
BPlusCloudTree;228;19629.370000000017
BPlusCloudTree;229;19629.370000000017
BPlusCloudTree;230;19799.83650000002
BPlusCloudTree;231;19971.153500000015
BPlusCloudTree;232;20085.94150000002
BPlusCloudTree;233;20085.94150000002
BPlusCloudTree;234;20202.728000000017
BPlusCloudTree;235;20202.728000000017
BPlusCloudTree;236;20317.99733333335
BPlusCloudTree;237;20403.962333333347
BPlusCloudTree;238;20605.956500000015
BPlusCloudTree;239;20691.949000000015
BPlusCloudTree;240;20691.949000000015
BPlusCloudTree;241;20722.639166666682
BPlusCloudTree;242;20722.639166666682
BPlusCloudTree;243;20872.09416666668
BPlusCloudTree;244;21071.56566666668
BPlusCloudTree;245;21271.478166666675
BPlusCloudTree;246;21271.478166666675
BPlusCloudTree;247;21300.808166666677
BPlusCloudTree;248;21300.808166666677
BPlusCloudTree;249;21300.808166666677
BPlusCloudTree;250;21463.886666666676
BPlusCloudTree;251;21579.91900000001
BPlusCloudTree;252;21749.48700000001
BPlusCloudTree;253;21833.40200000001
BPlusCloudTree;254;21894.528833333345
BPlusCloudTree;255;21894.528833333345
BPlusCloudTree;256;21894.528833333345
BPlusCloudTree;257;22168.479333333347
BPlusCloudTree;258;22168.479333333347
BPlusCloudTree;259;22251.424333333347
BPlusCloudTree;260;22334.369333333347
BPlusCloudTree;261;22451.431500000013
BPlusCloudTree;262;22481.66666666668
BPlusCloudTree;263;22681.729833333346
BPlusCloudTree;264;22767.694833333342
BPlusCloudTree;265;22853.185833333344
BPlusCloudTree;266;22853.185833333344
BPlusCloudTree;267;22885.510166666678
BPlusCloudTree;268;23048.511166666678
BPlusCloudTree;269;23081.589666666678
BPlusCloudTree;270;23363.73566666668
BPlusCloudTree;271;23363.73566666668
BPlusCloudTree;272;23449.328166666677
BPlusCloudTree;273;23449.328166666677
BPlusCloudTree;274;23482.120666666677
BPlusCloudTree;275;23512.355833333342
BPlusCloudTree;276;23676.363333333346
BPlusCloudTree;277;23922.672333333347
BPlusCloudTree;278;23922.672333333347
BPlusCloudTree;279;24041.99500000001
BPlusCloudTree;280;24041.99500000001
BPlusCloudTree;281;24109.732666666678
BPlusCloudTree;282;24109.732666666678
BPlusCloudTree;283;24280.978166666675
BPlusCloudTree;284;24437.586666666673
BPlusCloudTree;285;24609.210166666675
BPlusCloudTree;286;24609.210166666675
BPlusCloudTree;287;24702.529333333347
BPlusCloudTree;288;24702.529333333347
BPlusCloudTree;289;24786.237333333345
BPlusCloudTree;290;24957.353833333345
BPlusCloudTree;291;25042.167333333346
BPlusCloudTree;292;25213.283833333346
BPlusCloudTree;293;25213.283833333346
BPlusCloudTree;294;25276.513000000014
BPlusCloudTree;295;25276.513000000014
BPlusCloudTree;296;25478.907166666682
BPlusCloudTree;297;25564.472166666685
BPlusCloudTree;298;25650.464666666685
BPlusCloudTree;299;25650.464666666685
BPlusCloudTree;300;25852.253166666684
BPlusCloudTree;301;25852.253166666684
BPlusCloudTree;302;25929.763166666682
BPlusCloudTree;303;26015.35566666668
BPlusCloudTree;304;26097.75866666668
BPlusCloudTree;305;26212.72866666668
BPlusCloudTree;306;26245.053000000014
BPlusCloudTree;307;26331.045500000015
BPlusCloudTree;308;26416.698500000013
BPlusCloudTree;309;26495.113500000014
BPlusCloudTree;310;26580.766500000012
BPlusCloudTree;311;26580.766500000012
BPlusCloudTree;312;26695.37166666668
BPlusCloudTree;313;26727.696000000014
BPlusCloudTree;314;26727.696000000014
BPlusCloudTree;315;26811.256000000016
BPlusCloudTree;316;26969.166000000016
BPlusCloudTree;317;27052.874000000014
BPlusCloudTree;318;27168.611500000014
BPlusCloudTree;319;27168.611500000014
BPlusCloudTree;320;27168.611500000014
BPlusCloudTree;321;27168.611500000014
BPlusCloudTree;322;27337.984500000013
BPlusCloudTree;323;27456.742000000017
BPlusCloudTree;324;27575.311500000018
BPlusCloudTree;325;27660.876500000017
BPlusCloudTree;326;27660.876500000017
BPlusCloudTree;327;27660.876500000017
BPlusCloudTree;328;27660.876500000017
BPlusCloudTree;329;27820.789500000014
BPlusCloudTree;330;27934.42466666668
BPlusCloudTree;331;28049.323333333345
BPlusCloudTree;332;28049.323333333345
BPlusCloudTree;333;28049.323333333345
BPlusCloudTree;334;28049.323333333345
BPlusCloudTree;335;28049.323333333345
BPlusCloudTree;336;28213.303333333344
BPlusCloudTree;337;28213.303333333344
BPlusCloudTree;338;28417.465333333348
BPlusCloudTree;339;28446.79533333335
BPlusCloudTree;340;28446.79533333335
BPlusCloudTree;341;28446.79533333335
BPlusCloudTree;342;28604.393333333348
BPlusCloudTree;343;28604.393333333348
BPlusCloudTree;344;28690.05183333335
BPlusCloudTree;345;28774.715333333348
BPlusCloudTree;346;28804.950500000014
BPlusCloudTree;347;28836.360500000013
BPlusCloudTree;348;28836.360500000013
BPlusCloudTree;349;29005.52650000001
BPlusCloudTree;350;29090.34000000001
BPlusCloudTree;351;29090.34000000001
BPlusCloudTree;352;29090.34000000001
BPlusCloudTree;353;29175.932500000014
BPlusCloudTree;354;29241.02833333335
BPlusCloudTree;355;29318.53833333335
BPlusCloudTree;356;29318.53833333335
BPlusCloudTree;357;29484.501333333348
BPlusCloudTree;358;29484.501333333348
BPlusCloudTree;359;29570.15983333335
BPlusCloudTree;360;29570.15983333335
BPlusCloudTree;361;29671.43483333335
BPlusCloudTree;362;29706.09400000002
BPlusCloudTree;363;29706.09400000002
BPlusCloudTree;364;29874.604000000018
BPlusCloudTree;365;29874.604000000018
BPlusCloudTree;366;29959.417500000018
BPlusCloudTree;367;29959.417500000018
BPlusCloudTree;368;30037.83250000002
BPlusCloudTree;369;30068.522666666686
BPlusCloudTree;370;30098.959333333354
BPlusCloudTree;371;30268.527333333353
BPlusCloudTree;372;30352.087333333355
BPlusCloudTree;373;30352.087333333355
BPlusCloudTree;374;30438.052333333355
BPlusCloudTree;375;30438.052333333355
BPlusCloudTree;376;30438.052333333355
BPlusCloudTree;377;30639.162833333354
BPlusCloudTree;378;30754.432166666687
BPlusCloudTree;380;30754.432166666687
BPlusCloudTree;381;30836.835166666686
BPlusCloudTree;382;30836.835166666686
BPlusCloudTree;383;30836.835166666686
BPlusCloudTree;384;30953.82300000002
BPlusCloudTree;385;31148.040500000017
BPlusCloudTree;386;31148.040500000017
BPlusCloudTree;387;31148.040500000017
BPlusCloudTree;388;31233.498500000016
BPlusCloudTree;389;31233.498500000016
BPlusCloudTree;390;31233.498500000016
BPlusCloudTree;391;31507.162166666683
BPlusCloudTree;392;31537.85233333335
BPlusCloudTree;393;31537.85233333335
BPlusCloudTree;394;31537.85233333335
BPlusCloudTree;395;31623.41733333335
BPlusCloudTree;396;31623.41733333335
BPlusCloudTree;397;31739.490833333348
BPlusCloudTree;398;31903.498333333348
BPlusCloudTree;399;31903.498333333348
BPlusCloudTree;400;31903.498333333348
BPlusCloudTree;401;31936.290833333347
BPlusCloudTree;402;32019.998833333346
BPlusCloudTree;403;32019.998833333346
BPlusCloudTree;404;32309.346833333348
BPlusCloudTree;405;32309.346833333348
BPlusCloudTree;406;32309.346833333348
BPlusCloudTree;407;32309.346833333348
BPlusCloudTree;408;32414.370333333347
BPlusCloudTree;409;32414.370333333347
BPlusCloudTree;410;32414.370333333347
BPlusCloudTree;411;32665.310833333344
BPlusCloudTree;412;32665.310833333344
BPlusCloudTree;413;32665.310833333344
BPlusCloudTree;414;32665.310833333344
BPlusCloudTree;415;32781.19900000001
BPlusCloudTree;416;32781.19900000001
BPlusCloudTree;417;32866.65700000001
BPlusCloudTree;418;33037.12900000001
BPlusCloudTree;419;33037.12900000001
BPlusCloudTree;420;33037.12900000001
BPlusCloudTree;421;33119.532000000014
BPlusCloudTree;422;33119.532000000014
BPlusCloudTree;423;33148.862000000016
BPlusCloudTree;424;33402.03550000001
BPlusCloudTree;425;33402.03550000001
BPlusCloudTree;426;33402.03550000001
BPlusCloudTree;427;33402.03550000001
BPlusCloudTree;428;33479.54550000001
BPlusCloudTree;429;33479.54550000001
BPlusCloudTree;430;33563.253500000006
BPlusCloudTree;431;33763.88200000001
BPlusCloudTree;432;33763.88200000001
BPlusCloudTree;433;33763.88200000001
BPlusCloudTree;434;33763.88200000001
BPlusCloudTree;435;33842.29700000001
BPlusCloudTree;436;33842.29700000001
BPlusCloudTree;437;33998.157000000014
BPlusCloudTree;438;34028.59366666668
BPlusCloudTree;439;34028.59366666668
BPlusCloudTree;440;34028.59366666668
BPlusCloudTree;441;34028.59366666668
BPlusCloudTree;442;34114.558666666686
BPlusCloudTree;443;34200.551166666686
BPlusCloudTree;444;34286.204166666685
BPlusCloudTree;445;34320.86333333336
BPlusCloudTree;446;34320.86333333336
BPlusCloudTree;447;34320.86333333336
BPlusCloudTree;448;34320.86333333336
BPlusCloudTree;449;34406.321333333355
BPlusCloudTree;450;34491.81233333336
BPlusCloudTree;451;34574.215333333355
BPlusCloudTree;452;34574.215333333355
BPlusCloudTree;453;34604.90550000002
BPlusCloudTree;454;34604.90550000002
BPlusCloudTree;455;34690.47050000002
BPlusCloudTree;456;34690.47050000002
BPlusCloudTree;457;34776.06300000001
BPlusCloudTree;458;34853.57300000001
BPlusCloudTree;459;34853.57300000001
BPlusCloudTree;460;34853.57300000001
BPlusCloudTree;461;34853.57300000001
BPlusCloudTree;462;34971.55033333335
BPlusCloudTree;463;34971.55033333335
BPlusCloudTree;464;35135.623833333346
BPlusCloudTree;465;35135.623833333346
BPlusCloudTree;466;35135.623833333346
BPlusCloudTree;467;35135.623833333346
BPlusCloudTree;468;35221.58883333334
BPlusCloudTree;469;35254.381333333346
BPlusCloudTree;470;35340.34633333334
BPlusCloudTree;471;35340.34633333334
BPlusCloudTree;472;35340.34633333334
BPlusCloudTree;473;35340.34633333334
BPlusCloudTree;474;35340.34633333334
BPlusCloudTree;475;35425.911333333344
BPlusCloudTree;476;35425.911333333344
BPlusCloudTree;477;35541.60450000001
BPlusCloudTree;478;35541.60450000001
BPlusCloudTree;479;35627.59700000001
BPlusCloudTree;480;35627.59700000001
BPlusCloudTree;481;35627.59700000001
BPlusCloudTree;482;35627.59700000001
BPlusCloudTree;483;35713.16200000001
BPlusCloudTree;484;35744.572000000015
BPlusCloudTree;485;35744.572000000015
BPlusCloudTree;486;35830.16450000001
BPlusCloudTree;487;35830.16450000001
BPlusCloudTree;488;35830.16450000001
BPlusCloudTree;489;35830.16450000001
BPlusCloudTree;490;35915.81750000001
BPlusCloudTree;491;35915.81750000001
BPlusCloudTree;492;35948.89600000001
BPlusCloudTree;494;35948.89600000001
BPlusCloudTree;495;35948.89600000001
BPlusCloudTree;496;36034.861000000004
BPlusCloudTree;497;36034.861000000004
BPlusCloudTree;498;36034.861000000004
BPlusCloudTree;499;36034.861000000004
BPlusCloudTree;500;36065.55116666667
BPlusCloudTree;501;36065.55116666667
BPlusCloudTree;502;36065.55116666667
BPlusCloudTree;503;36151.116166666674
BPlusCloudTree;504;36151.116166666674
BPlusCloudTree;505;36151.116166666674
BPlusCloudTree;506;36151.116166666674
BPlusCloudTree;507;36180.446166666676
BPlusCloudTree;508;36180.446166666676
BPlusCloudTree;509;36180.446166666676
BPlusCloudTree;510;36180.446166666676
BPlusCloudTree;511;36180.446166666676
BPlusCloudTree;512;36180.446166666676
BPlusCloudTree;513;36180.446166666676
BPlusCloudTree;514;36180.446166666676
BPlusCloudTree;515;36210.882833333344
BPlusCloudTree;516;36210.882833333344
BPlusCloudTree;517;36210.882833333344
BPlusCloudTree;518;36210.882833333344
BPlusCloudTree;519;36210.882833333344
BPlusCloudTree;520;36210.882833333344
BPlusCloudTree;521;36210.882833333344
BPlusCloudTree;522;36210.882833333344
BPlusCloudTree;523;36245.542000000016
BPlusCloudTree;524;36245.542000000016
BPlusCloudTree;525;36245.542000000016
BPlusCloudTree;526;36245.542000000016
BPlusCloudTree;528;36276.23216666668
BPlusCloudTree;529;36276.23216666668
BPlusCloudTree;530;36308.55650000001
BPlusCloudTree;531;36308.55650000001
BPlusCloudTree;532;36308.55650000001
BPlusCloudTree;533;36308.55650000001
BPlusCloudTree;534;36308.55650000001
BPlusCloudTree;535;36308.55650000001
BPlusCloudTree;536;36337.886500000015
BPlusCloudTree;537;36370.67900000002
BPlusCloudTree;538;36370.67900000002
BPlusCloudTree;539;36370.67900000002
BPlusCloudTree;540;36370.67900000002
BPlusCloudTree;541;36370.67900000002
BPlusCloudTree;542;36370.67900000002
BPlusCloudTree;543;36401.11566666669
BPlusCloudTree;544;36401.11566666669
BPlusCloudTree;545;36485.77916666669
BPlusCloudTree;546;36485.77916666669
BPlusCloudTree;547;36485.77916666669
BPlusCloudTree;549;36485.77916666669
BPlusCloudTree;550;36520.43833333335
BPlusCloudTree;551;36520.43833333335
BPlusCloudTree;552;36520.43833333335
BPlusCloudTree;553;36520.43833333335
BPlusCloudTree;554;36603.99833333336
BPlusCloudTree;556;36603.99833333336
BPlusCloudTree;557;36636.32266666669
BPlusCloudTree;559;36636.32266666669
BPlusCloudTree;560;36636.32266666669
BPlusCloudTree;561;36720.23766666668
BPlusCloudTree;562;36720.23766666668
BPlusCloudTree;563;36720.23766666668
BPlusCloudTree;564;36753.03016666668
BPlusCloudTree;566;36753.03016666668
BPlusCloudTree;567;36753.03016666668
BPlusCloudTree;568;36839.02266666668
BPlusCloudTree;569;36839.02266666668
BPlusCloudTree;570;36839.02266666668
BPlusCloudTree;571;36872.10116666668
BPlusCloudTree;572;36872.10116666668
BPlusCloudTree;573;36872.10116666668
BPlusCloudTree;574;36872.10116666668
BPlusCloudTree;575;36957.59216666668
BPlusCloudTree;576;36957.59216666668
BPlusCloudTree;577;36992.25133333335
BPlusCloudTree;578;37025.32983333335
BPlusCloudTree;579;37025.32983333335
BPlusCloudTree;580;37025.32983333335
BPlusCloudTree;581;37025.32983333335
BPlusCloudTree;582;37110.92233333335
BPlusCloudTree;583;37143.71483333335
BPlusCloudTree;585;37143.71483333335
BPlusCloudTree;586;37178.37400000002
BPlusCloudTree;587;37178.37400000002
BPlusCloudTree;588;37264.032500000016
BPlusCloudTree;589;37264.032500000016
BPlusCloudTree;591;37264.032500000016
BPlusCloudTree;592;37264.032500000016
BPlusCloudTree;593;37296.82500000002
BPlusCloudTree;594;37296.82500000002
BPlusCloudTree;595;37382.81750000002
BPlusCloudTree;596;37382.81750000002
BPlusCloudTree;597;37382.81750000002
BPlusCloudTree;600;37382.81750000002
BPlusCloudTree;601;37382.81750000002
BPlusCloudTree;602;37468.41000000002
BPlusCloudTree;603;37468.41000000002
BPlusCloudTree;604;37468.41000000002
BPlusCloudTree;606;37468.41000000002
BPlusCloudTree;608;37468.41000000002
BPlusCloudTree;609;37468.41000000002
BPlusCloudTree;610;37468.41000000002
BPlusCloudTree;612;37468.41000000002
BPlusCloudTree;614;37468.41000000002
BPlusCloudTree;615;37468.41000000002
BPlusCloudTree;616;37468.41000000002
BPlusCloudTree;617;37468.41000000002
BPlusCloudTree;619;37468.41000000002
BPlusCloudTree;620;37468.41000000002
BPlusCloudTree;621;37468.41000000002
BPlusCloudTree;623;37468.41000000002
BPlusCloudTree;624;37468.41000000002
BPlusCloudTree;626;37468.41000000002
BPlusCloudTree;627;37468.41000000002
BPlusCloudTree;628;37468.41000000002
BPlusCloudTree;630;37468.41000000002
BPlusCloudTree;631;37468.41000000002
BPlusCloudTree;633;37468.41000000002
BPlusCloudTree;634;37468.41000000002
BPlusCloudTree;639;37468.41000000002
BPlusCloudTree;640;37468.41000000002
BPlusCloudTree;641;37468.41000000002
BPlusCloudTree;642;37468.41000000002
BPlusCloudTree;643;37468.41000000002
BPlusCloudTree;644;37468.41000000002
BPlusCloudTree;646;37468.41000000002
BPlusCloudTree;647;37468.41000000002
BPlusCloudTree;649;37468.41000000002
BPlusCloudTree;650;37468.41000000002
BPlusCloudTree;651;37468.41000000002
BPlusCloudTree;653;37468.41000000002
BPlusCloudTree;655;37468.41000000002
BPlusCloudTree;656;37468.41000000002
BPlusCloudTree;658;37468.41000000002
BPlusCloudTree;660;37468.41000000002
BPlusCloudTree;663;37468.41000000002
BPlusCloudTree;664;37468.41000000002
BPlusCloudTree;667;37468.41000000002
BPlusCloudTree;668;37468.41000000002
BPlusCloudTree;669;37468.41000000002
BPlusCloudTree;671;37468.41000000002
BPlusCloudTree;675;37468.41000000002
BPlusCloudTree;676;37468.41000000002
BPlusCloudTree;677;37468.41000000002
BPlusCloudTree;681;37468.41000000002
BPlusCloudTree;683;37468.41000000002
BPlusCloudTree;684;37468.41000000002
BPlusCloudTree;685;37468.41000000002
BPlusCloudTree;687;37468.41000000002
BPlusCloudTree;688;37468.41000000002
BPlusCloudTree;691;37468.41000000002
BPlusCloudTree;692;37468.41000000002
BPlusCloudTree;693;37468.41000000002
BPlusCloudTree;699;37468.41000000002
BPlusCloudTree;700;37468.41000000002
BPlusCloudTree;701;37468.41000000002
BPlusCloudTree;704;37468.41000000002
BPlusCloudTree;707;37468.41000000002
BPlusCloudTree;709;37468.41000000002
BPlusCloudTree;710;37468.41000000002
BPlusCloudTree;711;37468.41000000002
BPlusCloudTree;715;37468.41000000002
BPlusCloudTree;720;37468.41000000002
BPlusCloudTree;721;37468.41000000002
BPlusCloudTree;728;37468.41000000002
BPlusCloudTree;730;37468.41000000002
BPlusCloudTree;731;37468.41000000002
BPlusCloudTree;732;37468.41000000002
BPlusCloudTree;734;37468.41000000002
BPlusCloudTree;735;37468.41000000002
BPlusCloudTree;736;37468.41000000002
BPlusCloudTree;739;37468.41000000002
BPlusCloudTree;741;37468.41000000002
BPlusCloudTree;742;37468.41000000002
BPlusCloudTree;746;37468.41000000002
BPlusCloudTree;747;37468.41000000002
BPlusCloudTree;748;37468.41000000002
BPlusCloudTree;751;37468.41000000002
BPlusCloudTree;754;37468.41000000002
BPlusCloudTree;755;37468.41000000002
BPlusCloudTree;757;37468.41000000002
BPlusCloudTree;758;37468.41000000002
BPlusCloudTree;760;37468.41000000002
BPlusCloudTree;761;37468.41000000002
BPlusCloudTree;768;37468.41000000002
BPlusCloudTree;770;37468.41000000002
BPlusCloudTree;774;37468.41000000002
