approach;time;"cumulative score"
ProposedBCloudTree;69;5313.124333333332
ProposedBCloudTree;70;5313.124333333332
ProposedBCloudTree;71;5396.684333333332
ProposedBCloudTree;72;5396.684333333332
ProposedBCloudTree;73;5557.902333333332
ProposedBCloudTree;75;5588.338999999998
ProposedBCloudTree;76;5696.285666666665
ProposedBCloudTree;77;5696.285666666665
ProposedBCloudTree;78;5781.776666666665
ProposedBCloudTree;80;5945.005166666665
ProposedBCloudTree;82;6058.948333333332
ProposedBCloudTree;84;6058.948333333332
ProposedBCloudTree;85;6091.272666666665
ProposedBCloudTree;86;6174.832666666664
ProposedBCloudTree;87;6258.540666666665
ProposedBCloudTree;88;6342.455666666664
ProposedBCloudTree;89;6371.785666666665
ProposedBCloudTree;90;6450.200666666664
ProposedBCloudTree;92;6479.530666666664
ProposedBCloudTree;93;6557.040666666663
ProposedBCloudTree;94;6557.040666666663
ProposedBCloudTree;95;6674.932666666663
ProposedBCloudTree;96;6674.932666666663
ProposedBCloudTree;97;6843.454166666664
ProposedBCloudTree;99;6843.454166666664
ProposedBCloudTree;100;6958.437166666664
ProposedBCloudTree;102;6987.767166666664
ProposedBCloudTree;103;7155.597166666663
ProposedBCloudTree;105;7233.107166666663
ProposedBCloudTree;106;7316.6671666666625
ProposedBCloudTree;107;7316.6671666666625
ProposedBCloudTree;108;7424.412333333329
ProposedBCloudTree;109;7456.736666666662
ProposedBCloudTree;110;7456.736666666662
ProposedBCloudTree;111;7627.041166666662
ProposedBCloudTree;112;7712.694166666663
ProposedBCloudTree;114;7798.352666666663
ProposedBCloudTree;115;7798.352666666663
ProposedBCloudTree;116;7859.225999999996
ProposedBCloudTree;117;7859.225999999996
ProposedBCloudTree;118;8028.243999999995
ProposedBCloudTree;119;8105.753999999995
ProposedBCloudTree;120;8189.313999999996
ProposedBCloudTree;121;8189.313999999996
ProposedBCloudTree;122;8272.873999999998
ProposedBCloudTree;123;8305.19833333333
ProposedBCloudTree;124;8337.522666666664
ProposedBCloudTree;125;8337.522666666664
ProposedBCloudTree;126;8587.054166666663
ProposedBCloudTree;128;8587.054166666663
ProposedBCloudTree;129;8670.614166666664
ProposedBCloudTree;130;8756.105166666664
ProposedBCloudTree;131;8817.750333333332
ProposedBCloudTree;132;8896.165333333332
ProposedBCloudTree;134;8979.725333333332
ProposedBCloudTree;135;9065.183333333332
ProposedBCloudTree;136;9065.183333333332
ProposedBCloudTree;137;9181.406833333334
ProposedBCloudTree;138;9265.321833333333
ProposedBCloudTree;139;9383.104166666668
ProposedBCloudTree;141;9468.595166666668
ProposedBCloudTree;142;9540.540166666668
ProposedBCloudTree;143;9540.540166666668
ProposedBCloudTree;144;9659.114333333335
ProposedBCloudTree;145;9659.114333333335
ProposedBCloudTree;146;9744.605333333335
ProposedBCloudTree;147;9845.880333333334
ProposedBCloudTree;148;9929.795333333335
ProposedBCloudTree;150;10001.740333333335
ProposedBCloudTree;151;10036.399500000001
ProposedBCloudTree;152;10121.890500000001
ProposedBCloudTree;153;10193.835500000001
ProposedBCloudTree;155;10279.326500000001
ProposedBCloudTree;156;10312.405000000002
ProposedBCloudTree;157;10433.029166666669
ProposedBCloudTree;158;10433.029166666669
ProposedBCloudTree;160;10517.84266666667
ProposedBCloudTree;161;10603.80766666667
ProposedBCloudTree;162;10686.752666666669
ProposedBCloudTree;163;10686.752666666669
ProposedBCloudTree;164;10833.591000000004
ProposedBCloudTree;165;10862.921000000004
ProposedBCloudTree;166;10862.921000000004
ProposedBCloudTree;168;11031.357000000004
ProposedBCloudTree;169;11117.322000000004
ProposedBCloudTree;170;11117.322000000004
ProposedBCloudTree;171;11236.365500000002
ProposedBCloudTree;173;11266.802166666668
ProposedBCloudTree;174;11266.802166666668
ProposedBCloudTree;175;11352.794666666668
ProposedBCloudTree;176;11436.354666666668
ProposedBCloudTree;177;11465.684666666668
ProposedBCloudTree;178;11551.649666666668
ProposedBCloudTree;179;11630.064666666669
ProposedBCloudTree;180;11630.064666666669
ProposedBCloudTree;181;11746.292333333337
ProposedBCloudTree;184;11776.527500000004
ProposedBCloudTree;186;11932.452500000005
ProposedBCloudTree;187;12018.105500000007
ProposedBCloudTree;188;12050.42983333334
ProposedBCloudTree;190;12136.422333333341
ProposedBCloudTree;191;12166.657500000008
ProposedBCloudTree;192;12166.657500000008
ProposedBCloudTree;193;12166.657500000008
ProposedBCloudTree;194;12281.640500000009
ProposedBCloudTree;195;12365.34850000001
ProposedBCloudTree;196;12526.77350000001
ProposedBCloudTree;198;12557.210166666677
ProposedBCloudTree;200;12557.210166666677
ProposedBCloudTree;201;12587.445333333342
ProposedBCloudTree;203;12834.321833333344
ProposedBCloudTree;204;12952.304666666678
ProposedBCloudTree;205;13030.719666666679
ProposedBCloudTree;209;13061.156333333345
ProposedBCloudTree;210;13228.572333333346
ProposedBCloudTree;211;13372.052500000014
ProposedBCloudTree;212;13455.612500000014
ProposedBCloudTree;213;13541.070500000014
ProposedBCloudTree;215;13571.305666666682
ProposedBCloudTree;217;13733.428666666683
ProposedBCloudTree;218;13762.758666666683
ProposedBCloudTree;219;13878.982166666683
ProposedBCloudTree;220;13963.795666666683
ProposedBCloudTree;223;13993.125666666683
ProposedBCloudTree;224;14071.540666666684
ProposedBCloudTree;225;14187.233833333352
ProposedBCloudTree;226;14187.233833333352
ProposedBCloudTree;227;14301.588833333351
ProposedBCloudTree;228;14301.588833333351
ProposedBCloudTree;229;14301.588833333351
ProposedBCloudTree;230;14385.296833333352
ProposedBCloudTree;231;14470.110333333352
ProposedBCloudTree;232;14619.083500000019
ProposedBCloudTree;233;14619.083500000019
ProposedBCloudTree;234;14696.593500000019
ProposedBCloudTree;235;14810.948500000019
ProposedBCloudTree;237;14896.40650000002
ProposedBCloudTree;239;15013.40000000002
ProposedBCloudTree;240;15042.73000000002
ProposedBCloudTree;241;15042.73000000002
ProposedBCloudTree;242;15197.75000000002
ProposedBCloudTree;243;15230.074333333354
ProposedBCloudTree;244;15473.474333333354
ProposedBCloudTree;246;15505.798666666687
ProposedBCloudTree;247;15591.289666666687
ProposedBCloudTree;248;15623.61400000002
ProposedBCloudTree;249;15658.273166666686
ProposedBCloudTree;250;15735.783166666686
ProposedBCloudTree;251;15821.436166666686
ProposedBCloudTree;252;16073.580166666687
ProposedBCloudTree;253;16103.815333333354
ProposedBCloudTree;254;16103.815333333354
ProposedBCloudTree;255;16138.47450000002
ProposedBCloudTree;256;16168.911166666687
ProposedBCloudTree;258;16331.034166666688
ProposedBCloudTree;259;16414.594166666688
ProposedBCloudTree;260;16697.318500000023
ProposedBCloudTree;261;16697.318500000023
ProposedBCloudTree;262;16697.318500000023
ProposedBCloudTree;263;16731.977666666688
ProposedBCloudTree;264;16764.30200000002
ProposedBCloudTree;265;16926.425000000025
ProposedBCloudTree;267;17039.315000000024
ProposedBCloudTree;268;17039.315000000024
ProposedBCloudTree;269;17330.031500000023
ProposedBCloudTree;270;17330.031500000023
ProposedBCloudTree;272;17487.629500000032
ProposedBCloudTree;273;17519.03950000003
ProposedBCloudTree;274;17636.931500000028
ProposedBCloudTree;275;17667.621666666695
ProposedBCloudTree;276;17753.614166666695
ProposedBCloudTree;277;17925.06466666669
ProposedBCloudTree;278;17925.06466666669
ProposedBCloudTree;279;18082.46766666669
ProposedBCloudTree;281;18144.314333333357
ProposedBCloudTree;282;18258.919500000025
ProposedBCloudTree;284;18428.286000000022
ProposedBCloudTree;285;18428.286000000022
ProposedBCloudTree;286;18595.90900000002
ProposedBCloudTree;287;18667.85400000002
ProposedBCloudTree;288;18732.748333333355
ProposedBCloudTree;289;18767.40750000002
ProposedBCloudTree;290;18853.06600000002
ProposedBCloudTree;291;18938.524000000023
ProposedBCloudTree;292;19023.98200000002
ProposedBCloudTree;293;19023.98200000002
ProposedBCloudTree;294;19023.98200000002
ProposedBCloudTree;295;19171.540166666688
ProposedBCloudTree;296;19257.19866666669
ProposedBCloudTree;297;19377.348833333355
ProposedBCloudTree;298;19454.858833333354
ProposedBCloudTree;299;19532.368833333352
ProposedBCloudTree;300;19532.368833333352
ProposedBCloudTree;301;19532.368833333352
ProposedBCloudTree;302;19649.024000000023
ProposedBCloudTree;303;19680.434000000023
ProposedBCloudTree;304;19798.65316666669
ProposedBCloudTree;305;19884.30616666669
ProposedBCloudTree;306;20054.772666666693
ProposedBCloudTree;307;20054.772666666693
ProposedBCloudTree;308;20170.126333333363
ProposedBCloudTree;309;20256.091333333363
ProposedBCloudTree;310;20287.501333333363
ProposedBCloudTree;311;20317.938000000027
ProposedBCloudTree;312;20396.35300000003
ProposedBCloudTree;313;20560.259000000027
ProposedBCloudTree;314;20645.072500000028
ProposedBCloudTree;315;20762.81450000003
ProposedBCloudTree;316;20848.779500000026
ProposedBCloudTree;317;20879.469666666693
ProposedBCloudTree;318;20996.25616666669
ProposedBCloudTree;319;21079.816166666693
ProposedBCloudTree;320;21163.52416666669
ProposedBCloudTree;321;21163.52416666669
ProposedBCloudTree;322;21196.60266666669
ProposedBCloudTree;323;21453.061666666687
ProposedBCloudTree;324;21483.751833333354
ProposedBCloudTree;325;21585.026833333355
ProposedBCloudTree;326;21670.685333333353
ProposedBCloudTree;327;21742.630333333353
ProposedBCloudTree;328;21775.708833333352
ProposedBCloudTree;329;21775.708833333352
ProposedBCloudTree;330;21858.111833333354
ProposedBCloudTree;331;21973.01050000002
ProposedBCloudTree;332;22128.87050000002
ProposedBCloudTree;333;22212.78550000002
ProposedBCloudTree;334;22284.73050000002
ProposedBCloudTree;335;22350.079833333355
ProposedBCloudTree;336;22350.079833333355
ProposedBCloudTree;337;22432.482833333353
ProposedBCloudTree;338;22462.718000000023
ProposedBCloudTree;339;22704.14000000002
ProposedBCloudTree;340;22789.63100000002
ProposedBCloudTree;341;22861.57600000002
ProposedBCloudTree;342;22894.36850000002
ProposedBCloudTree;343;22894.36850000002
ProposedBCloudTree;344;23012.657833333353
ProposedBCloudTree;345;23043.09450000002
ProposedBCloudTree;346;23208.44250000002
ProposedBCloudTree;348;23408.30150000002
ProposedBCloudTree;349;23491.86150000002
ProposedBCloudTree;350;23491.86150000002
ProposedBCloudTree;351;23524.185833333355
ProposedBCloudTree;352;23606.588833333353
ProposedBCloudTree;353;23771.93683333335
ProposedBCloudTree;355;23921.79150000002
ProposedBCloudTree;356;24091.010000000024
ProposedBCloudTree;358;24202.743000000028
ProposedBCloudTree;359;24202.743000000028
ProposedBCloudTree;360;24368.091000000026
ProposedBCloudTree;362;24517.945666666696
ProposedBCloudTree;363;24602.759166666696
ProposedBCloudTree;364;24688.417666666697
ProposedBCloudTree;365;24717.7476666667
ProposedBCloudTree;366;24800.150666666697
ProposedBCloudTree;367;24884.8141666667
ProposedBCloudTree;368;25088.522666666697
ProposedBCloudTree;369;25123.181833333365
ProposedBCloudTree;370;25207.096833333366
ProposedBCloudTree;371;25237.33200000003
ProposedBCloudTree;372;25322.990500000033
ProposedBCloudTree;373;25493.30700000003
ProposedBCloudTree;375;25665.23700000003
ProposedBCloudTree;376;25698.31550000003
ProposedBCloudTree;377;25783.97400000003
ProposedBCloudTree;378;25814.4106666667
ProposedBCloudTree;380;25986.056166666698
ProposedBCloudTree;381;26157.9861666667
ProposedBCloudTree;382;26242.649666666704
ProposedBCloudTree;383;26273.339833333375
ProposedBCloudTree;384;26358.830833333377
ProposedBCloudTree;385;26391.909333333377
ProposedBCloudTree;387;26563.527333333375
ProposedBCloudTree;388;26735.084833333378
ProposedBCloudTree;389;26820.57583333338
ProposedBCloudTree;390;26851.266000000047
ProposedBCloudTree;391;26968.40383333338
ProposedBCloudTree;392;26968.40383333338
ProposedBCloudTree;394;27140.02183333338
ProposedBCloudTree;395;27225.674833333378
ProposedBCloudTree;396;27311.267333333377
ProposedBCloudTree;397;27517.410000000044
ProposedBCloudTree;398;27547.64516666671
ProposedBCloudTree;401;27715.61316666671
ProposedBCloudTree;402;27798.01616666671
ProposedBCloudTree;404;27914.368666666713
ProposedBCloudTree;405;28032.285500000045
ProposedBCloudTree;406;28032.285500000045
ProposedBCloudTree;408;28368.64900000004
ProposedBCloudTree;409;28368.64900000004
ProposedBCloudTree;410;28368.64900000004
ProposedBCloudTree;411;28484.997666666706
ProposedBCloudTree;412;28514.327666666708
ProposedBCloudTree;413;28599.920166666707
ProposedBCloudTree;414;28771.450166666706
ProposedBCloudTree;415;28857.415166666706
ProposedBCloudTree;416;28943.407666666706
ProposedBCloudTree;418;29060.401166666703
ProposedBCloudTree;419;29091.09133333337
ProposedBCloudTree;420;29091.09133333337
ProposedBCloudTree;421;29347.813833333366
ProposedBCloudTree;422;29433.378833333365
ProposedBCloudTree;424;29433.378833333365
ProposedBCloudTree;425;29548.629000000034
ProposedBCloudTree;427;29631.032000000032
ProposedBCloudTree;428;29661.7221666667
ProposedBCloudTree;429;29829.690166666696
ProposedBCloudTree;430;29829.690166666696
ProposedBCloudTree;431;29829.690166666696
ProposedBCloudTree;432;29942.87033333336
ProposedBCloudTree;433;29942.87033333336
ProposedBCloudTree;434;30025.27333333336
ProposedBCloudTree;435;30058.35183333336
ProposedBCloudTree;436;30226.41333333336
ProposedBCloudTree;437;30226.41333333336
ProposedBCloudTree;438;30257.82333333336
ProposedBCloudTree;439;30340.76833333336
ProposedBCloudTree;440;30423.171333333357
ProposedBCloudTree;441;30423.171333333357
ProposedBCloudTree;442;30456.249833333357
ProposedBCloudTree;443;30538.652833333355
ProposedBCloudTree;444;30538.652833333355
ProposedBCloudTree;445;30570.062833333355
ProposedBCloudTree;446;30823.324333333352
ProposedBCloudTree;447;30823.324333333352
ProposedBCloudTree;448;30823.324333333352
ProposedBCloudTree;449;30856.11683333335
ProposedBCloudTree;450;30941.76983333335
ProposedBCloudTree;452;31057.84333333335
ProposedBCloudTree;453;31143.496333333347
ProposedBCloudTree;454;31228.159833333346
ProposedBCloudTree;456;31260.952333333345
ProposedBCloudTree;457;31346.605333333344
ProposedBCloudTree;458;31346.605333333344
ProposedBCloudTree;459;31461.95900000001
ProposedBCloudTree;460;31547.52400000001
ProposedBCloudTree;461;31547.52400000001
ProposedBCloudTree;462;31633.51650000001
ProposedBCloudTree;463;31666.59500000001
ProposedBCloudTree;464;31752.160000000007
ProposedBCloudTree;465;31782.850166666674
ProposedBCloudTree;466;31867.513666666673
ProposedBCloudTree;467;31953.078666666668
ProposedBCloudTree;468;31953.078666666668
ProposedBCloudTree;469;32038.67116666667
ProposedBCloudTree;470;32073.33033333334
ProposedBCloudTree;471;32158.89533333334
ProposedBCloudTree;472;32189.585500000005
ProposedBCloudTree;473;32275.076500000006
ProposedBCloudTree;474;32360.729500000005
ProposedBCloudTree;476;32478.185500000003
ProposedBCloudTree;477;32478.185500000003
ProposedBCloudTree;478;32563.8385
ProposedBCloudTree;479;32596.162833333336
ProposedBCloudTree;480;32682.155333333336
ProposedBCloudTree;481;32682.155333333336
ProposedBCloudTree;482;32768.12033333334
ProposedBCloudTree;483;32885.57633333334
ProposedBCloudTree;484;32971.541333333334
ProposedBCloudTree;485;32971.541333333334
ProposedBCloudTree;486;32971.541333333334
ProposedBCloudTree;487;33092.19300000001
ProposedBCloudTree;489;33177.75800000001
ProposedBCloudTree;490;33210.550500000005
ProposedBCloudTree;491;33380.778999999995
ProposedBCloudTree;492;33380.778999999995
ProposedBCloudTree;494;33415.43816666667
ProposedBCloudTree;495;33501.430666666674
ProposedBCloudTree;496;33586.99566666668
ProposedBCloudTree;497;33619.78816666668
ProposedBCloudTree;498;33705.353166666675
ProposedBCloudTree;499;33791.01166666667
ProposedBCloudTree;500;33791.01166666667
ProposedBCloudTree;501;33791.01166666667
ProposedBCloudTree;502;33911.23583333334
ProposedBCloudTree;503;33996.89433333333
ProposedBCloudTree;504;34029.68683333333
ProposedBCloudTree;505;34115.25183333333
ProposedBCloudTree;506;34200.91033333333
ProposedBCloudTree;507;34200.91033333333
ProposedBCloudTree;509;34319.55383333333
ProposedBCloudTree;510;34319.55383333333
ProposedBCloudTree;511;34404.217333333334
ProposedBCloudTree;512;34489.78233333333
ProposedBCloudTree;513;34489.78233333333
ProposedBCloudTree;514;34575.374833333335
ProposedBCloudTree;516;34691.630000000005
ProposedBCloudTree;517;34691.630000000005
ProposedBCloudTree;518;34691.630000000005
ProposedBCloudTree;519;34861.8585
ProposedBCloudTree;521;34861.8585
ProposedBCloudTree;523;34978.141166666675
ProposedBCloudTree;526;35064.133666666676
ProposedBCloudTree;528;35064.133666666676
ProposedBCloudTree;529;35098.79283333335
ProposedBCloudTree;532;35098.79283333335
ProposedBCloudTree;533;35184.385333333346
ProposedBCloudTree;535;35184.385333333346
ProposedBCloudTree;536;35217.17783333334
ProposedBCloudTree;537;35217.17783333334
ProposedBCloudTree;538;35302.83633333335
ProposedBCloudTree;540;35387.49983333334
ProposedBCloudTree;541;35387.49983333334
ProposedBCloudTree;542;35387.49983333334
ProposedBCloudTree;543;35418.19000000001
ProposedBCloudTree;545;35418.19000000001
ProposedBCloudTree;546;35588.84600000001
ProposedBCloudTree;549;35619.53616666669
ProposedBCloudTree;551;35619.53616666669
ProposedBCloudTree;552;35619.53616666669
ProposedBCloudTree;553;35789.79216666668
ProposedBCloudTree;556;35820.48233333335
ProposedBCloudTree;559;35820.48233333335
ProposedBCloudTree;560;35991.733333333344
ProposedBCloudTree;562;35991.733333333344
ProposedBCloudTree;563;36024.81183333334
ProposedBCloudTree;566;36024.81183333334
ProposedBCloudTree;567;36196.06283333335
ProposedBCloudTree;569;36229.14133333335
ProposedBCloudTree;571;36229.14133333335
ProposedBCloudTree;572;36229.14133333335
ProposedBCloudTree;573;36229.14133333335
ProposedBCloudTree;574;36314.73383333335
ProposedBCloudTree;575;36400.326333333345
ProposedBCloudTree;576;36433.11883333335
ProposedBCloudTree;580;36433.11883333335
ProposedBCloudTree;581;36518.71133333335
ProposedBCloudTree;582;36604.30383333335
ProposedBCloudTree;583;36637.09633333336
ProposedBCloudTree;588;36722.754833333354
ProposedBCloudTree;589;36755.83333333336
ProposedBCloudTree;591;36755.83333333336
ProposedBCloudTree;592;36755.83333333336
ProposedBCloudTree;593;36755.83333333336
ProposedBCloudTree;596;36876.48500000002
ProposedBCloudTree;601;36876.48500000002
ProposedBCloudTree;602;36994.870000000024
ProposedBCloudTree;603;36994.870000000024
ProposedBCloudTree;604;36994.870000000024
ProposedBCloudTree;609;37113.25500000002
ProposedBCloudTree;610;37113.25500000002
ProposedBCloudTree;612;37113.25500000002
ProposedBCloudTree;615;37113.25500000002
ProposedBCloudTree;616;37231.64000000002
ProposedBCloudTree;619;37231.64000000002
ProposedBCloudTree;621;37231.64000000002
ProposedBCloudTree;623;37231.64000000002
ProposedBCloudTree;624;37350.02500000002
ProposedBCloudTree;627;37350.02500000002
ProposedBCloudTree;630;37350.02500000002
ProposedBCloudTree;631;37468.41000000002
ProposedBCloudTree;633;37468.41000000002
ProposedBCloudTree;634;37468.41000000002
ProposedBCloudTree;639;37468.41000000002
ProposedBCloudTree;642;37468.41000000002
ProposedBCloudTree;644;37468.41000000002
ProposedBCloudTree;647;37468.41000000002
ProposedBCloudTree;649;37468.41000000002
ProposedBCloudTree;650;37468.41000000002
ProposedBCloudTree;655;37468.41000000002
ProposedBCloudTree;658;37468.41000000002
ProposedBCloudTree;667;37468.41000000002
ProposedBCloudTree;668;37468.41000000002
ProposedBCloudTree;669;37468.41000000002
ProposedBCloudTree;675;37468.41000000002
ProposedBCloudTree;676;37468.41000000002
ProposedBCloudTree;677;37468.41000000002
ProposedBCloudTree;684;37468.41000000002
ProposedBCloudTree;688;37468.41000000002
ProposedBCloudTree;692;37468.41000000002
ProposedBCloudTree;699;37468.41000000002
ProposedBCloudTree;700;37468.41000000002
ProposedBCloudTree;707;37468.41000000002
ProposedBCloudTree;709;37468.41000000002
ProposedBCloudTree;711;37468.41000000002
ProposedBCloudTree;715;37468.41000000002
ProposedBCloudTree;720;37468.41000000002
ProposedBCloudTree;721;37468.41000000002
ProposedBCloudTree;734;37468.41000000002
ProposedBCloudTree;736;37468.41000000002
ProposedBCloudTree;746;37468.41000000002
ProposedBCloudTree;747;37468.41000000002
ProposedBCloudTree;758;37468.41000000002
ProposedBCloudTree;760;37468.41000000002
ProposedBCloudTree;770;37468.41000000002
ProposedBCloudTree;780;37468.41000000002
ProposedBCloudTree;783;37468.41000000002
ProposedBCloudTree;791;37468.41000000002
ProposedBCloudTree;794;37468.41000000002
ProposedBCloudTree;802;37468.41000000002
ProposedBCloudTree;804;37468.41000000002
ProposedBCloudTree;811;37468.41000000002
ProposedBCloudTree;814;37468.41000000002
ProposedBCloudTree;819;37468.41000000002
ProposedBCloudTree;827;37468.41000000002
ProposedBCloudTree;828;37468.41000000002
ProposedBCloudTree;830;37468.41000000002
ProposedBCloudTree;836;37468.41000000002
ProposedBCloudTree;837;37468.41000000002
ProposedBCloudTree;838;37468.41000000002
ProposedBCloudTree;845;37468.41000000002
ProposedBCloudTree;847;37468.41000000002
ProposedBCloudTree;853;37468.41000000002
ProposedBCloudTree;855;37468.41000000002
ProposedBCloudTree;862;37468.41000000002
ProposedBCloudTree;865;37468.41000000002
ProposedBCloudTree;867;37468.41000000002
ProposedBCloudTree;870;37468.41000000002
ProposedBCloudTree;878;37468.41000000002
ProposedBCloudTree;879;37468.41000000002
ProposedBCloudTree;886;37468.41000000002
ProposedBCloudTree;889;37468.41000000002
ProposedBCloudTree;890;37468.41000000002
ProposedBCloudTree;894;37468.41000000002
ProposedBCloudTree;898;37468.41000000002
ProposedBCloudTree;902;37468.41000000002
ProposedBCloudTree;903;37468.41000000002
ProposedBCloudTree;907;37468.41000000002
ProposedBCloudTree;911;37468.41000000002
ProposedBCloudTree;918;37468.41000000002
ProposedBCloudTree;920;37468.41000000002
ProposedBCloudTree;928;37468.41000000002
ProposedBCloudTree;932;37468.41000000002
ProposedBCloudTree;936;37468.41000000002
ProposedBCloudTree;938;37468.41000000002
ProposedBCloudTree;944;37468.41000000002
ProposedBCloudTree;946;37468.41000000002
ProposedBCloudTree;956;37468.41000000002
ProposedBCloudTree;961;37468.41000000002
ProposedBCloudTree;963;37468.41000000002
ProposedBCloudTree;967;37468.41000000002
ProposedBCloudTree;971;37468.41000000002
ProposedBCloudTree;973;37468.41000000002
ProposedBCloudTree;979;37468.41000000002
ProposedBCloudTree;980;37468.41000000002
ProposedBCloudTree;990;37468.41000000002
ProposedBCloudTree;1033;37468.41000000002
ProposedBCloudTree;1042;37468.41000000002
ProposedBCloudTree;1043;37468.41000000002
ProposedBCloudTree;1051;37468.41000000002
ProposedBCloudTree;1053;37468.41000000002
ProposedBCloudTree;1061;37468.41000000002
ProposedBCloudTree;1070;37468.41000000002
ProposedBCloudTree;1092;37468.41000000002
ProposedBCloudTree;1100;37468.41000000002
ProposedBCloudTree;1110;37468.41000000002
ProposedBCloudTree;1118;37468.41000000002
ProposedBCloudTree;1126;37468.41000000002
ProposedBCloudTree;1135;37468.41000000002
ProposedBCloudTree;1259;37468.41000000002
ProposedBCloudTree;1280;37468.41000000002
ProposedBCloudTree;1289;37468.41000000002
